card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
5806,Yodit,Assefa,Gebre,Female,0993829635,,41,Arba Minch,"Arada, Woreda 3, House 802",
5807,Fikru,Negash,Bekele,Male,0770221244,,53,Harar,"Lideta, Woreda 2, House 753",
5808,Lidya,Bekele,Habtamu,Female,0945948307,,36,Adama,"Arada, Woreda 10, House 602",
5809,Genet,Bekele,Alemu,Female,0922897434,,62,Gondar,"Yeka, Woreda 10, House 436",
5810,Frehiwot,Girma,Girma,Female,0939608389,,17,Adama,"Kolfe, Woreda 7, House 747",
5811,Genet,Kebede,Hailu,Female,0965673868,,92,Addis Ababa,"Gulele, Woreda 7, House 69",
5812,Alemu,Habtamu,Negash,Male,0956269233,,72,Bahir Dar,"Arada, Woreda 2, House 152",
5813,Lidya,Mekonnen,Gebre,Female,0773798890,,1,Shashemene,"Nifas Silk, Woreda 5, House 727",
5814,Saba,Worku,Wolde,Female,0959698132,,22,Shashemene,"Kirkos, Woreda 3, House 292",
5815,Samuel,Wolde,Alemu,Male,0903253614,,36,Bahir Dar,"Nifas Silk, Woreda 11, House 9",
5816,Rediet,Habtamu,Negash,Female,0927783404,,90,Gondar,"Kolfe, Woreda 6, House 58",
5817,Aster,Alemu,Wolde,Female,0982326680,,71,Gondar,"Kolfe, Woreda 4, House 709",
5818,Mulugeta,Negash,Hailu,Male,0977674662,,89,Arba Minch,"Bole, Woreda 4, House 345",
5819,Girma,Girma,Negash,Male,0969789550,,7,Mekelle,"Akaki, Woreda 10, House 423",
5820,Alemu,Tekle,Alemu,Male,0997616829,,52,Dessie,"Addis Ketema, Woreda 11, House 764",
5821,Selam,Tekle,Hailu,Female,0908717682,,15,Dire Dawa,"Kolfe, Woreda 6, House 524",
5822,Bethlehem,Abebe,Desta,Female,0963471411,,85,Bahir Dar,"Kolfe, Woreda 4, House 82",
5823,Getachew,Alemu,Mulugeta,Male,0983578417,,3,Sodo,"Nifas Silk, Woreda 8, House 64",
5824,Bekele,Negash,Negash,Male,0758046957,,43,Dire Dawa,"Gulele, Woreda 3, House 389",
5825,Dawit,Mulugeta,Wolde,Male,0957099190,,59,Harar,"Addis Ketema, Woreda 9, House 772",
5826,Frehiwot,Mekonnen,Worku,Female,0938818040,,2,Bishoftu,"Gulele, Woreda 7, House 800",
5827,Girma,Bekele,Abebe,Male,0732217841,,44,Adama,"Kolfe, Woreda 7, House 893",
5828,Hewan,Abebe,Hailu,Female,0931364396,,93,Hawassa,"Kirkos, Woreda 11, House 621",
5829,Kebede,Mulugeta,Assefa,Male,0932727514,,93,Sodo,"Yeka, Woreda 2, House 867",
5830,Habtamu,Negash,Worku,Male,0989655208,,51,Hawassa,"Bole, Woreda 8, House 390",
5831,Selam,Tekle,Hailu,Female,0770001889,,36,Jimma,"Gulele, Woreda 8, House 944",
5832,Habtamu,Tekle,Negash,Male,0708163602,,1,Bishoftu,"Kolfe, Woreda 3, House 920",
5833,Mahlet,Tekle,Wolde,Female,0944099975,,58,Debre Markos,"Bole, Woreda 7, House 120",
5834,Habtamu,Habtamu,Alemu,Male,0962043788,,12,Arba Minch,"Gulele, Woreda 9, House 97",
5835,Saba,Tesfaye,Mekonnen,Female,0926525756,,77,Addis Ababa,"Akaki, Woreda 9, House 690",
5836,Genet,Lemma,Gebre,Female,0980487340,,41,Harar,"Akaki, Woreda 2, House 477",
5837,Frehiwot,Tesfaye,Wolde,Female,0939463431,,48,Hawassa,"Bole, Woreda 9, House 660",
5838,Rediet,Tesfaye,Desta,Female,0929825162,,69,Adama,"Kolfe, Woreda 8, House 749",
5839,Lidya,Tesfaye,Tadesse,Female,0741001283,,91,Mekelle,"Lideta, Woreda 10, House 963",
5840,Aster,Lemma,Worku,Female,0708370890,,44,Debre Markos,"Arada, Woreda 8, House 506",
5841,Eden,Lemma,Abebe,Female,0796528445,,37,Debre Markos,"Bole, Woreda 7, House 281",
5842,Mahlet,Kebede,Kebede,Female,0979903238,,39,Dessie,"Kirkos, Woreda 10, House 333",
5843,Tadesse,Tadesse,Lemma,Male,0996935419,,65,Bishoftu,"Arada, Woreda 3, House 944",
5844,Tsion,Mekonnen,Desta,Female,0965955236,,54,Hawassa,"Kolfe, Woreda 12, House 266",
5845,Frehiwot,Girma,Hailu,Female,0715789937,,90,Addis Ababa,"Arada, Woreda 9, House 489",
5846,Bereket,Hailu,Lemma,Male,0982931448,,58,Harar,"Addis Ketema, Woreda 5, House 480",
5847,Aster,Girma,Girma,Female,0757260449,,4,Bishoftu,"Yeka, Woreda 6, House 691",
5848,Aster,Tekle,Habtamu,Female,0909880253,,48,Hawassa,"Arada, Woreda 5, House 952",
5849,Bereket,Wolde,Kebede,Male,0949778726,,66,Dire Dawa,"Kolfe, Woreda 6, House 992",
5850,Selam,Tadesse,Getachew,Female,0930443424,,54,Mekelle,"Gulele, Woreda 3, House 162",
5851,Saba,Tesfaye,Assefa,Female,0953318543,,63,Dessie,"Yeka, Woreda 11, House 436",
5852,Tsion,Lemma,Assefa,Female,0958385214,,78,Dire Dawa,"Akaki, Woreda 12, House 689",
5853,Getachew,Mulugeta,Gebre,Male,0902440114,,25,Hawassa,"Bole, Woreda 6, House 752",
5854,Aster,Wolde,Hailu,Female,0721788784,,39,Adama,"Gulele, Woreda 12, House 49",
5855,Selam,Habtamu,Girma,Female,0960748529,,66,Gondar,"Akaki, Woreda 6, House 342",
5856,Fikru,Wolde,Girma,Male,0992472081,,60,Hawassa,"Akaki, Woreda 6, House 684",
5857,Eyob,Tesfaye,Bekele,Male,0942596237,,38,Adama,"Kirkos, Woreda 11, House 108",
5858,Mekonnen,Tesfaye,Tadesse,Male,0711673749,,64,Gondar,"Yeka, Woreda 11, House 665",
5859,Mekonnen,Mekonnen,Desta,Male,0942389934,,88,Jimma,"Gulele, Woreda 9, House 278",
5860,Henok,Lemma,Assefa,Male,0980620922,,57,Dire Dawa,"Kirkos, Woreda 6, House 570",
5861,Hewan,Bekele,Tadesse,Female,0930451424,,52,Bishoftu,"Kolfe, Woreda 4, House 492",
5862,Tsion,Alemu,Bekele,Female,0764124956,,69,Dessie,"Kirkos, Woreda 10, House 912",
5863,Henok,Girma,Mekonnen,Male,0997426941,,10,Arba Minch,"Kirkos, Woreda 8, House 704",
5864,Mahlet,Gebre,Tadesse,Female,0938090131,,64,Adama,"Nifas Silk, Woreda 8, House 93",
5865,Kebede,Abebe,Bekele,Male,0734792190,,29,Sodo,"Yeka, Woreda 12, House 530",
5866,Dawit,Getachew,Tesfaye,Male,0960671489,,93,Dessie,"Kirkos, Woreda 6, House 929",
5867,Bereket,Gebre,Lemma,Male,0973558310,,56,Hawassa,"Kirkos, Woreda 3, House 526",
5868,Mahlet,Gebre,Tesfaye,Female,0740496365,,93,Addis Ababa,"Nifas Silk, Woreda 12, House 864",
5869,Marta,Tadesse,Tekle,Female,0918609091,,52,Gondar,"Kolfe, Woreda 7, House 350",
5870,Henok,Hailu,Assefa,Male,0955381090,,35,Hawassa,"Addis Ketema, Woreda 9, House 372",
5871,Tigist,Kebede,Girma,Female,0779727545,,68,Harar,"Kirkos, Woreda 5, House 236",
5872,Solomon,Tekle,Assefa,Male,0999274662,,86,Adama,"Kolfe, Woreda 12, House 488",
5873,Eden,Girma,Lemma,Female,0760587891,,58,Gondar,"Arada, Woreda 10, House 9",
5874,Yonas,Worku,Negash,Male,0721849580,,52,Mekelle,"Gulele, Woreda 10, House 844",
5875,Fikru,Negash,Kebede,Male,0771879882,,25,Debre Markos,"Gulele, Woreda 2, House 603",
5876,Hewan,Bekele,Girma,Female,0905055814,,85,Jimma,"Addis Ketema, Woreda 11, House 697",
5877,Bereket,Girma,Gebre,Male,0953809158,,89,Dessie,"Lideta, Woreda 10, House 64",
5878,Tigist,Tekle,Habtamu,Female,0741109792,,76,Bahir Dar,"Kolfe, Woreda 3, House 328",
5879,Meron,Tekle,Desta,Female,0709337326,,5,Dessie,"Bole, Woreda 9, House 181",
5880,Marta,Hailu,Mekonnen,Female,0956566548,,55,Sodo,"Yeka, Woreda 1, House 133",
5881,Lidya,Habtamu,Alemu,Female,0758000489,,12,Gondar,"Nifas Silk, Woreda 6, House 565",
5882,Hewan,Tadesse,Gebre,Female,0711639931,,73,Jimma,"Arada, Woreda 12, House 232",
5883,Nahom,Tadesse,Getachew,Male,0977704251,,73,Bishoftu,"Gulele, Woreda 3, House 599",
5884,Nahom,Mekonnen,Hailu,Male,0769459741,,40,Dire Dawa,"Kirkos, Woreda 9, House 504",
5885,Tadesse,Tekle,Girma,Male,0785434592,,2,Hawassa,"Kirkos, Woreda 4, House 301",
5886,Girma,Lemma,Mulugeta,Male,0938328028,,81,Jimma,"Arada, Woreda 6, House 238",
5887,Alemu,Tekle,Assefa,Male,0971784587,,44,Dessie,"Kolfe, Woreda 11, House 182",
5888,Girma,Negash,Kebede,Male,0911647896,,9,Addis Ababa,"Gulele, Woreda 4, House 739",
5889,Kalkidan,Habtamu,Getachew,Female,0933989980,,80,Addis Ababa,"Akaki, Woreda 6, House 50",
5890,Tigist,Lemma,Getachew,Female,0999988704,,52,Hawassa,"Nifas Silk, Woreda 2, House 338",
5891,Lidya,Alemu,Getachew,Female,0930116064,,11,Gondar,"Kolfe, Woreda 9, House 812",
5892,Mulugeta,Tadesse,Gebre,Male,0931197921,,65,Bahir Dar,"Kirkos, Woreda 12, House 417",
5893,Rahel,Desta,Desta,Female,0935187863,,67,Dire Dawa,"Nifas Silk, Woreda 5, House 780",
5894,Lidya,Tesfaye,Assefa,Female,0950355889,,6,Shashemene,"Gulele, Woreda 4, House 200",
5895,Tadesse,Tadesse,Tesfaye,Male,0974887697,,6,Mekelle,"Yeka, Woreda 3, House 826",
5896,Mekonnen,Bekele,Gebre,Male,0990237024,,4,Hawassa,"Lideta, Woreda 11, House 999",
5897,Fikru,Negash,Worku,Male,0959286867,,88,Adama,"Lideta, Woreda 10, House 81",
5898,Abel,Wolde,Tesfaye,Male,0998851011,,69,Arba Minch,"Lideta, Woreda 11, House 153",
5899,Abel,Wolde,Girma,Male,0917958921,,79,Adama,"Akaki, Woreda 6, House 593",
5900,Rahel,Tadesse,Tadesse,Female,0720975917,,61,Gondar,"Kolfe, Woreda 5, House 935",
5901,Abel,Abebe,Bekele,Male,0922585728,,21,Dessie,"Gulele, Woreda 11, House 631",
5902,Mekonnen,Assefa,Kebede,Male,0955048680,,38,Arba Minch,"Addis Ketema, Woreda 9, House 466",
5903,Rahel,Alemu,Abebe,Female,0916921776,,58,Harar,"Addis Ketema, Woreda 8, House 503",
5904,Tesfaye,Abebe,Tadesse,Male,0906177894,,40,Mekelle,"Gulele, Woreda 2, House 679",
5905,Kebede,Tadesse,Bekele,Male,0987339115,,72,Arba Minch,"Lideta, Woreda 4, House 883",
5906,Dawit,Habtamu,Bekele,Male,0987422749,,78,Harar,"Arada, Woreda 6, House 149",
5907,Eyob,Tadesse,Bekele,Male,0940104880,,58,Mekelle,"Lideta, Woreda 9, House 513",
5908,Frehiwot,Mulugeta,Alemu,Female,0978628250,,82,Bishoftu,"Addis Ketema, Woreda 5, House 141",
5909,Samuel,Gebre,Tekle,Male,0799991430,,8,Mekelle,"Bole, Woreda 7, House 193",
5910,Eyob,Kebede,Mekonnen,Male,0984759518,,51,Dire Dawa,"Kolfe, Woreda 2, House 259",
5911,Genet,Habtamu,Tekle,Female,0906005325,,72,Arba Minch,"Addis Ketema, Woreda 8, House 858",
5912,Yodit,Desta,Tekle,Female,0921069835,,60,Jimma,"Arada, Woreda 10, House 891",
5913,Marta,Bekele,Bekele,Female,0912708345,,62,Harar,"Arada, Woreda 1, House 459",
5914,Samuel,Desta,Girma,Male,0929657387,,30,Shashemene,"Arada, Woreda 5, House 75",
5915,Sara,Alemu,Girma,Female,0946578466,,49,Hawassa,"Akaki, Woreda 2, House 210",
5916,Meron,Desta,Wolde,Female,0926537339,,58,Dessie,"Gulele, Woreda 1, House 255",
5917,Tesfaye,Getachew,Mekonnen,Male,0949920867,,91,Dire Dawa,"Bole, Woreda 2, House 622",
5918,Rahel,Assefa,Negash,Female,0965915327,,54,Debre Markos,"Arada, Woreda 11, House 631",
5919,Hewan,Getachew,Gebre,Female,0742370485,,48,Adama,"Arada, Woreda 2, House 851",
5920,Aster,Desta,Assefa,Female,0766113588,,71,Mekelle,"Gulele, Woreda 8, House 941",
5921,Samuel,Worku,Assefa,Male,0975998900,,10,Adama,"Kirkos, Woreda 9, House 106",
5922,Hewan,Tadesse,Gebre,Female,0958930821,,2,Jimma,"Addis Ketema, Woreda 2, House 701",
5923,Kalkidan,Tekle,Getachew,Female,0980874563,,36,Jimma,"Arada, Woreda 8, House 172",
5924,Eyob,Mulugeta,Girma,Male,0906338616,,7,Hawassa,"Yeka, Woreda 3, House 462",
5925,Hana,Wolde,Assefa,Female,0927710501,,91,Shashemene,"Nifas Silk, Woreda 4, House 174",
5926,Dawit,Tesfaye,Negash,Male,0983083393,,28,Debre Markos,"Lideta, Woreda 7, House 148",
5927,Selam,Tekle,Mekonnen,Female,0901742591,,37,Sodo,"Lideta, Woreda 8, House 245",
5928,Marta,Girma,Habtamu,Female,0907628099,,45,Arba Minch,"Kolfe, Woreda 1, House 350",
5929,Rahel,Tekle,Negash,Female,0947710027,,44,Sodo,"Akaki, Woreda 9, House 620",
5930,Kalkidan,Gebre,Worku,Female,0981164902,,40,Arba Minch,"Nifas Silk, Woreda 4, House 761",
5931,Getachew,Desta,Mekonnen,Male,0967630728,,58,Hawassa,"Akaki, Woreda 6, House 859",
5932,Fikru,Abebe,Habtamu,Male,0791313386,,8,Jimma,"Addis Ketema, Woreda 3, House 836",
5933,Selam,Lemma,Girma,Female,0922544639,,52,Harar,"Arada, Woreda 11, House 942",
5934,Eyob,Tekle,Mulugeta,Male,0976963302,,37,Adama,"Gulele, Woreda 12, House 636",
5935,Tsion,Habtamu,Gebre,Female,0994847167,,48,Sodo,"Kolfe, Woreda 10, House 681",
5936,Bekele,Hailu,Habtamu,Male,0983098890,,71,Adama,"Gulele, Woreda 6, House 54",
5937,Kebede,Assefa,Alemu,Male,0956264085,,90,Debre Markos,"Addis Ketema, Woreda 6, House 976",
5938,Nahom,Desta,Alemu,Male,0922816059,,54,Addis Ababa,"Gulele, Woreda 3, House 394",
5939,Tsion,Abebe,Worku,Female,0981976731,,39,Dessie,"Kirkos, Woreda 3, House 272",
5940,Bekele,Bekele,Lemma,Male,0902065157,,18,Arba Minch,"Bole, Woreda 3, House 258",
5941,Hewan,Mekonnen,Hailu,Female,0926396385,,94,Gondar,"Addis Ketema, Woreda 1, House 372",
5942,Bekele,Girma,Bekele,Male,0954819011,,62,Addis Ababa,"Akaki, Woreda 9, House 924",
5943,Kalkidan,Wolde,Kebede,Female,0939960675,,18,Mekelle,"Akaki, Woreda 12, House 713",
5944,Dawit,Wolde,Mulugeta,Male,0972588713,,18,Shashemene,"Yeka, Woreda 9, House 486",
5945,Rediet,Mekonnen,Tadesse,Female,0700567418,,19,Shashemene,"Addis Ketema, Woreda 5, House 681",
5946,Girma,Abebe,Tekle,Male,0939173008,,51,Sodo,"Gulele, Woreda 11, House 907",
5947,Mulugeta,Lemma,Negash,Male,0741574299,,34,Bahir Dar,"Yeka, Woreda 2, House 367",
5948,Fikru,Tekle,Assefa,Male,0927307393,,58,Addis Ababa,"Akaki, Woreda 4, House 289",
5949,Mahlet,Wolde,Desta,Female,0984990097,,33,Bishoftu,"Addis Ketema, Woreda 4, House 452",
5950,Selam,Mulugeta,Tekle,Female,0908553166,,45,Addis Ababa,"Lideta, Woreda 4, House 306",
5951,Bekele,Worku,Gebre,Male,0711771623,,8,Hawassa,"Lideta, Woreda 9, House 159",
5952,Hana,Assefa,Habtamu,Female,0920272575,,22,Hawassa,"Kolfe, Woreda 3, House 321",
5953,Tigist,Habtamu,Wolde,Female,0922930117,,77,Gondar,"Nifas Silk, Woreda 6, House 99",
5954,Saba,Hailu,Getachew,Female,0991248668,,7,Sodo,"Bole, Woreda 2, House 348",
5955,Kebede,Assefa,Tekle,Male,0901438920,,93,Mekelle,"Lideta, Woreda 7, House 208",
5956,Dawit,Abebe,Abebe,Male,0710179920,,59,Jimma,"Bole, Woreda 6, House 864",
5957,Selam,Hailu,Kebede,Female,0775333565,,58,Bahir Dar,"Yeka, Woreda 10, House 313",
5958,Henok,Mulugeta,Abebe,Male,0788452969,,82,Bahir Dar,"Arada, Woreda 9, House 629",
5959,Mahlet,Mekonnen,Tekle,Female,0970727908,,63,Bahir Dar,"Arada, Woreda 11, House 970",
5960,Lidya,Lemma,Bekele,Female,0950783886,,95,Dire Dawa,"Gulele, Woreda 9, House 622",
5961,Eden,Hailu,Tekle,Female,0965228975,,29,Sodo,"Arada, Woreda 10, House 826",
5962,Meron,Worku,Lemma,Female,0925698299,,95,Jimma,"Kolfe, Woreda 12, House 975",
5963,Hana,Assefa,Wolde,Female,0989896327,,60,Dire Dawa,"Lideta, Woreda 1, House 890",
5964,Yonas,Assefa,Habtamu,Male,0783484036,,17,Dessie,"Addis Ketema, Woreda 10, House 333",
5965,Girma,Alemu,Bekele,Male,0928970926,,67,Bishoftu,"Nifas Silk, Woreda 2, House 147",
5966,Eden,Wolde,Kebede,Female,0985339295,,57,Shashemene,"Nifas Silk, Woreda 12, House 396",
5967,Yodit,Bekele,Kebede,Female,0925630800,,5,Addis Ababa,"Arada, Woreda 12, House 561",
5968,Frehiwot,Desta,Girma,Female,0912600910,,29,Adama,"Yeka, Woreda 9, House 48",
5969,Yodit,Hailu,Getachew,Female,0944746226,,80,Gondar,"Lideta, Woreda 1, House 511",
5970,Lidya,Tadesse,Abebe,Female,0918634555,,39,Arba Minch,"Akaki, Woreda 1, House 426",
5971,Hewan,Negash,Girma,Female,0971298997,,73,Addis Ababa,"Kirkos, Woreda 2, House 503",
5972,Mekonnen,Mekonnen,Wolde,Male,0787314503,,95,Bahir Dar,"Kirkos, Woreda 6, House 138",
5973,Mekonnen,Lemma,Tadesse,Male,0922081274,,78,Bishoftu,"Arada, Woreda 10, House 81",
5974,Tigist,Abebe,Abebe,Female,0728401723,,34,Sodo,"Lideta, Woreda 7, House 742",
5975,Tsion,Getachew,Tekle,Female,0926890826,,66,Adama,"Gulele, Woreda 5, House 156",
5976,Dawit,Kebede,Kebede,Male,0998804919,,71,Shashemene,"Kirkos, Woreda 8, House 845",
5977,Tadesse,Gebre,Girma,Male,0997707443,,81,Shashemene,"Lideta, Woreda 8, House 643",
5978,Alemu,Tesfaye,Kebede,Male,0938914550,,46,Gondar,"Lideta, Woreda 11, House 954",
5979,Girma,Girma,Tadesse,Male,0928595252,,87,Bishoftu,"Yeka, Woreda 5, House 999",
5980,Tsion,Abebe,Abebe,Female,0925843299,,12,Bahir Dar,"Akaki, Woreda 9, House 39",
5981,Girma,Lemma,Getachew,Male,0946332788,,91,Sodo,"Lideta, Woreda 6, House 816",
5982,Abel,Wolde,Worku,Male,0998758525,,63,Hawassa,"Lideta, Woreda 10, House 160",
5983,Kalkidan,Girma,Getachew,Female,0900696469,,4,Adama,"Kolfe, Woreda 5, House 283",
5984,Frehiwot,Gebre,Hailu,Female,0941551051,,57,Jimma,"Gulele, Woreda 8, House 962",
5985,Henok,Lemma,Negash,Male,0958766269,,7,Debre Markos,"Addis Ketema, Woreda 2, House 86",
5986,Samuel,Mekonnen,Bekele,Male,0925378630,,58,Addis Ababa,"Kirkos, Woreda 11, House 641",
5987,Lidya,Assefa,Tekle,Female,0789780332,,30,Adama,"Kolfe, Woreda 5, House 586",
5988,Eyob,Bekele,Tadesse,Male,0970580307,,13,Sodo,"Lideta, Woreda 7, House 42",
5989,Hewan,Mekonnen,Alemu,Female,0924411139,,62,Sodo,"Arada, Woreda 1, House 935",
5990,Hewan,Girma,Hailu,Female,0796814691,,2,Jimma,"Kolfe, Woreda 5, House 243",
5991,Tigist,Wolde,Getachew,Female,0943822442,,74,Debre Markos,"Gulele, Woreda 2, House 993",
5992,Tigist,Wolde,Mulugeta,Female,0924097526,,4,Sodo,"Kolfe, Woreda 7, House 993",
5993,Marta,Mulugeta,Tesfaye,Female,0913096377,,38,Addis Ababa,"Kirkos, Woreda 10, House 780",
5994,Rediet,Mulugeta,Desta,Female,0920433006,,23,Bahir Dar,"Bole, Woreda 6, House 31",
5995,Kalkidan,Habtamu,Lemma,Female,0945734652,,93,Gondar,"Akaki, Woreda 12, House 669",
5996,Rediet,Negash,Tesfaye,Female,0951991773,,60,Harar,"Kolfe, Woreda 7, House 15",
5997,Kebede,Hailu,Tadesse,Male,0772457441,,45,Bahir Dar,"Addis Ketema, Woreda 7, House 936",
5998,Mahlet,Tekle,Desta,Female,0948994018,,47,Adama,"Lideta, Woreda 10, House 436",
5999,Getachew,Alemu,Hailu,Male,0994561891,,31,Mekelle,"Addis Ketema, Woreda 12, House 203",
6000,Hewan,Mekonnen,Desta,Female,0903109388,,66,Hawassa,"Addis Ketema, Woreda 6, House 388",
6001,Kalkidan,Mekonnen,Bekele,Female,0967898801,,75,Debre Markos,"Kolfe, Woreda 3, House 177",
6002,Bereket,Girma,Alemu,Male,0925340444,,81,Mekelle,"Bole, Woreda 8, House 908",
6003,Tigist,Wolde,Getachew,Female,0759667956,,13,Adama,"Arada, Woreda 10, House 196",
6004,Eyob,Abebe,Abebe,Male,0963395975,,61,Jimma,"Nifas Silk, Woreda 10, House 769",
6005,Lidya,Worku,Negash,Female,0976514924,,94,Harar,"Kirkos, Woreda 1, House 62",
6006,Sara,Tesfaye,Tadesse,Female,0718136620,,53,Gondar,"Kolfe, Woreda 2, House 8",
6007,Alemu,Kebede,Hailu,Male,0918893477,,29,Adama,"Bole, Woreda 2, House 81",
6008,Tesfaye,Wolde,Bekele,Male,0985973706,,15,Hawassa,"Lideta, Woreda 6, House 377",
6009,Hana,Tadesse,Wolde,Female,0922266509,,70,Addis Ababa,"Kirkos, Woreda 8, House 650",
6010,Solomon,Tesfaye,Kebede,Male,0904578847,,16,Mekelle,"Arada, Woreda 6, House 75",
6011,Tadesse,Tekle,Hailu,Male,0715828436,,43,Gondar,"Nifas Silk, Woreda 12, House 379",
6012,Genet,Negash,Bekele,Female,0930278911,,59,Sodo,"Lideta, Woreda 6, House 887",
6013,Eden,Tekle,Girma,Female,0905404834,,45,Shashemene,"Akaki, Woreda 7, House 955",
6014,Eden,Habtamu,Mekonnen,Female,0932146077,,72,Harar,"Kirkos, Woreda 9, House 862",
6015,Aster,Mulugeta,Mulugeta,Female,0957847650,,44,Mekelle,"Akaki, Woreda 7, House 508",
6016,Marta,Girma,Mekonnen,Female,0986782362,,88,Jimma,"Nifas Silk, Woreda 5, House 745",
6017,Rahel,Mekonnen,Gebre,Female,0917175732,,19,Dessie,"Arada, Woreda 7, House 113",
6018,Samuel,Hailu,Girma,Male,0902873403,,53,Hawassa,"Akaki, Woreda 11, House 344",
6019,Selam,Gebre,Girma,Female,0942932674,,91,Dire Dawa,"Yeka, Woreda 12, House 53",
6020,Abel,Girma,Habtamu,Male,0998173116,,4,Debre Markos,"Kirkos, Woreda 12, House 862",
6021,Sara,Wolde,Gebre,Female,0760360827,,67,Adama,"Gulele, Woreda 12, House 455",
6022,Fikru,Hailu,Getachew,Male,0952810931,,79,Bishoftu,"Arada, Woreda 9, House 591",
6023,Samuel,Kebede,Mulugeta,Male,0933586268,,45,Addis Ababa,"Arada, Woreda 9, House 336",
6024,Saba,Tesfaye,Bekele,Female,0901016329,,8,Addis Ababa,"Bole, Woreda 5, House 697",
6025,Saba,Hailu,Alemu,Female,0993960733,,15,Hawassa,"Gulele, Woreda 7, House 713",
6026,Selam,Habtamu,Girma,Female,0921402499,,85,Dessie,"Nifas Silk, Woreda 10, House 256",
6027,Mulugeta,Wolde,Tesfaye,Male,0711522312,,69,Shashemene,"Lideta, Woreda 2, House 819",
6028,Getachew,Desta,Wolde,Male,0959253242,,41,Harar,"Lideta, Woreda 12, House 810",
6029,Kalkidan,Gebre,Tekle,Female,0949298961,,67,Debre Markos,"Akaki, Woreda 6, House 171",
6030,Bethlehem,Getachew,Alemu,Female,0970262458,,46,Hawassa,"Yeka, Woreda 5, House 844",
6031,Alemu,Tesfaye,Negash,Male,0983888461,,86,Addis Ababa,"Nifas Silk, Woreda 7, House 176",
6032,Eden,Hailu,Girma,Female,0994066942,,42,Debre Markos,"Bole, Woreda 6, House 343",
6033,Eden,Bekele,Assefa,Female,0933841962,,15,Debre Markos,"Addis Ketema, Woreda 9, House 355",
6034,Kebede,Assefa,Worku,Male,0984697538,,38,Jimma,"Arada, Woreda 7, House 998",
6035,Kalkidan,Wolde,Kebede,Female,0761131761,,43,Sodo,"Nifas Silk, Woreda 12, House 428",
6036,Rediet,Hailu,Mulugeta,Female,0708728401,,2,Gondar,"Akaki, Woreda 12, House 721",
6037,Hewan,Assefa,Hailu,Female,0905602018,,57,Bahir Dar,"Yeka, Woreda 9, House 840",
6038,Fikru,Mekonnen,Girma,Male,0990538053,,35,Gondar,"Gulele, Woreda 1, House 971",
6039,Abel,Tesfaye,Getachew,Male,0730703088,,88,Dire Dawa,"Lideta, Woreda 12, House 656",
6040,Rahel,Lemma,Abebe,Female,0798376389,,43,Shashemene,"Kolfe, Woreda 1, House 529",
6041,Marta,Tekle,Mulugeta,Female,0765477460,,11,Shashemene,"Kirkos, Woreda 11, House 34",
6042,Yodit,Tadesse,Girma,Female,0790163587,,46,Adama,"Lideta, Woreda 7, House 21",
6043,Abel,Wolde,Mulugeta,Male,0958403449,,74,Sodo,"Kirkos, Woreda 12, House 584",
6044,Alemu,Tadesse,Assefa,Male,0995035449,,89,Hawassa,"Gulele, Woreda 4, House 739",
6045,Hana,Desta,Wolde,Female,0951264008,,77,Sodo,"Arada, Woreda 9, House 673",
6046,Fikru,Abebe,Assefa,Male,0968066643,,4,Gondar,"Akaki, Woreda 4, House 529",
6047,Mulugeta,Mulugeta,Assefa,Male,0787362184,,66,Adama,"Akaki, Woreda 8, House 924",
6048,Habtamu,Abebe,Habtamu,Male,0989116617,,31,Shashemene,"Lideta, Woreda 12, House 769",
6049,Dawit,Tadesse,Girma,Male,0914315097,,6,Jimma,"Kirkos, Woreda 11, House 763",
6050,Selam,Gebre,Negash,Female,0934925096,,11,Dessie,"Arada, Woreda 1, House 237",
6051,Eyob,Girma,Negash,Male,0989993284,,6,Harar,"Bole, Woreda 8, House 525",
6052,Yodit,Wolde,Worku,Female,0913241910,,82,Addis Ababa,"Yeka, Woreda 3, House 875",
6053,Mahlet,Lemma,Tekle,Female,0945342105,,48,Dessie,"Addis Ketema, Woreda 2, House 73",
6054,Yonas,Mulugeta,Habtamu,Male,0730527034,,33,Sodo,"Kirkos, Woreda 9, House 654",
6055,Rahel,Habtamu,Mulugeta,Female,0907554055,,86,Shashemene,"Gulele, Woreda 9, House 385",
6056,Getachew,Girma,Tekle,Male,0950723134,,14,Bishoftu,"Kirkos, Woreda 11, House 446",
6057,Genet,Hailu,Girma,Female,0957531480,,68,Adama,"Bole, Woreda 3, House 809",
6058,Tesfaye,Habtamu,Desta,Male,0996193002,,6,Jimma,"Addis Ketema, Woreda 1, House 398",
6059,Nahom,Desta,Tesfaye,Male,0780081744,,10,Sodo,"Kirkos, Woreda 8, House 43",
6060,Sara,Gebre,Gebre,Female,0789466629,,66,Adama,"Addis Ketema, Woreda 10, House 473",
6061,Habtamu,Alemu,Lemma,Male,0943417650,,32,Gondar,"Bole, Woreda 3, House 615",
6062,Tadesse,Negash,Assefa,Male,0927198109,,66,Arba Minch,"Lideta, Woreda 5, House 817",
6063,Rahel,Getachew,Girma,Female,0988265234,,28,Addis Ababa,"Lideta, Woreda 1, House 395",
6064,Henok,Habtamu,Desta,Male,0969103524,,93,Debre Markos,"Kirkos, Woreda 6, House 291",
